GEOID	County	Population5YearsAndOver	SpeakALanguageOtherThanEnglish	Spanish	IndoEuropean	AsianPacificIsland	Other
US51197	"Wythe County, Virginia"	27487	383	116	119	133	15
US51199	"York County, Virginia"	64203	7154	2408	2171	2194	381
US51510	"Alexandria city, Virginia"	146399	49060	21112	9127	4980	13841
US51520	"Bristol city, Virginia"	15976	392	89	270	14	19
US51530	"Buena Vista city, Virginia"	6154	169	126	26	17	0
US51540	"Charlottesville city, Virginia"	44730	7017	2088	2144	1852	933
US51550	"Chesapeake city, Virginia"	224838	18639	9181	3974	4200	1284
US51570	"Colonial Heights city, Virginia"	16363	1690	531	473	438	248
US51580	"Covington city, Virginia"	5266	122	42	29	51	0
US51590	"Danville city, Virginia"	38651	2010	1322	530	94	64
US51595	"Emporia city, Virginia"	5170	334	315	5	14	0
US51600	"Fairfax city, Virginia"	21836	7398	3092	1286	2536	484
US51610	"Falls Church city, Virginia"	13383	2577	756	819	854	148
US51620	"Franklin city, Virginia"	7601	207	131	49	27	0
US51630	"Fredericksburg city, Virginia"	26625	3298	1553	1067	311	367
US51640	"Galax city, Virginia"	6185	786	727	30	29	0
US51650	"Hampton city, Virginia"	126762	8236	4270	952	2365	649
US51660	"Harrisonburg city, Virginia"	50545	12902	8290	2278	1268	1066
US51670	"Hopewell city, Virginia"	20789	1765	1047	342	285	91
US51678	"Lexington city, Virginia"	7074	436	194	67	175	0
US51680	"Lynchburg city, Virginia"	75684	5087	2225	1070	1273	519
US51683	"Manassas city, Virginia"	37730	15228	12055	1354	1163	656
US51685	"Manassas Park city, Virginia"	15888	7636	5244	1219	943	230
US51690	"Martinsville city, Virginia"	11806	824	497	214	79	34
US51700	"Newport News city, Virginia"	166556	17757	9200	4013	3256	1288
US51710	"Norfolk city, Virginia"	228523	23769	11391	4415	5982	1981
US51720	"Norton city, Virginia"	3614	146	0	37	109	0
US51730	"Petersburg city, Virginia"	29079	2009	1366	227	139	277
US51735	"Poquoson city, Virginia"	11536	544	137	215	192	0
US51740	"Portsmouth city, Virginia"	87988	4035	2344	553	1020	118
US51750	"Radford city, Virginia"	17139	871	441	221	103	106
US51760	"Richmond city, Virginia"	213270	20133	12433	3435	2454	1811
US51770	"Roanoke city, Virginia"	92446	7991	3952	2336	1056	647
US51775	"Salem city, Virginia"	24182	1175	517	463	67	128
US51790	"Staunton city, Virginia"	22982	1238	329	356	280	273
US51800	"Suffolk city, Virginia"	84134	4287	1966	1260	836	225
US51810	"Virginia Beach city, Virginia"	421625	52602	20282	9556	20857	1907
US51820	"Waynesboro city, Virginia"	20730	1410	1039	151	185	35
US51830	"Williamsburg city, Virginia"	14412	2002	564	546	569	323
US51840	"Winchester city, Virginia"	26025	5190	4233	374	365	218
US53001	"Adams County, Washington"	17673	9722	8945	192	68	517
US53003	"Asotin County, Washington"	21302	894	492	185	198	19
US53005	"Benton County, Washington"	183453	38450	29478	4711	3196	1065
US53007	"Chelan County, Washington"	71571	18691	17470	885	241	95
US53009	"Clallam County, Washington"	71847	3802	1834	796	877	295
US53011	"Clark County, Washington"	444060	66665	26826	23066	15019	1754
US53013	"Columbia County, Washington"	3818	341	198	89	54	0
US53015	"Cowlitz County, Washington"	100343	6910	4536	1190	1045	139
US53017	"Douglas County, Washington"	39272	11455	10667	487	243	58
US53019	"Ferry County, Washington"	7267	400	234	71	33	62
US53021	"Franklin County, Washington"	83656	40753	37764	1482	1255	252
US53023	"Garfield County, Washington"	2118	100	0	23	77	0
US53025	"Grant County, Washington"	87810	32414	30240	1398	655	121
US53027	"Grays Harbor County, Washington"	68884	5997	4600	614	632	151
US53029	"Island County, Washington"	78217	7003	2731	1221	2905	146
US53031	"Jefferson County, Washington"	30341	1442	548	610	263	21
US53033	"King County, Washington"	2067175	574330	137400	135636	246785	54509
US53035	"Kitsap County, Washington"	250529	17779	5976	3023	8314	466
US53037	"Kittitas County, Washington"	43758	3877	2423	402	672	380
US53039	"Klickitat County, Washington"	20630	2420	2026	308	79	7
US53041	"Lewis County, Washington"	73559	6597	5163	824	562	48
US53043	"Lincoln County, Washington"	10042	213	86	58	64	5
US53045	"Mason County, Washington"	60453	5196	3958	375	707	156
US53047	"Okanogan County, Washington"	39257	7257	6502	305	106	344
US53049	"Pacific County, Washington"	20770	2119	1572	115	388	44
US53051	"Pend Oreille County, Washington"	12772	446	219	111	38	78
US53053	"Pierce County, Washington"	818443	118805	47567	21319	44182	5737
US53055	"San Juan County, Washington"	16309	1103	688	285	116	14
US53057	"Skagit County, Washington"	118031	20139	15842	2097	1524	676
US53059	"Skamania County, Washington"	11244	456	338	68	50	0
US53061	"Snohomish County, Washington"	748088	160244	51111	39632	56255	13246
US53063	"Spokane County, Washington"	474707	34951	11616	12805	8298	2232
US53065	"Stevens County, Washington"	42269	1761	867	626	215	53
US53067	"Thurston County, Washington"	263398	30571	12201	5871	11660	839
US53069	"Wahkiakum County, Washington"	4100	215	114	15	79	7
US53071	"Walla Walla County, Washington"	57035	11078	9342	972	617	147
US53073	"Whatcom County, Washington"	209008	24251	12715	6559	4414	563
US53075	"Whitman County, Washington"	47141	7159	2118	1698	2712	631
US53077	"Yakima County, Washington"	229393	94433	90613	1387	1504	929
US54001	"Barbour County, West Virginia"	15780	385	116	141	115	13
US54003	"Berkeley County, West Virginia"	108182	5791	3035	1335	808	613
US54005	"Boone County, West Virginia"	21263	82	74	8	0	0
US54007	"Braxton County, West Virginia"	13456	73	56	17	0	0
US54009	"Brooke County, West Virginia"	21482	428	115	233	79	1
US54011	"Cabell County, West Virginia"	89058	2229	763	479	812	175
US54013	"Calhoun County, West Virginia"	6943	112	18	63	0	31
US54015	"Clay County, West Virginia"	8216	70	21	22	27	0
US54017	"Doddridge County, West Virginia"	8232	64	8	23	33	0
US54019	"Fayette County, West Virginia"	41077	790	523	196	57	14
US54021	"Gilmer County, West Virginia"	7655	309	205	45	45	14
US54023	"Grant County, West Virginia"	11029	258	177	53	23	5
US54025	"Greenbrier County, West Virginia"	33337	920	499	248	171	2
US54027	"Hampshire County, West Virginia"	22199	209	122	87	0	0
US54029	"Hancock County, West Virginia"	27980	474	94	284	90	6
US54031	"Hardy County, West Virginia"	13059	617	203	83	220	111
US54033	"Harrison County, West Virginia"	64021	933	392	294	179	68
US54035	"Jackson County, West Virginia"	27353	271	89	105	51	26
US54037	"Jefferson County, West Virginia"	53402	3442	1822	937	425	258
US54039	"Kanawha County, West Virginia"	173372	4094	1051	1347	1100	596
US54041	"Lewis County, West Virginia"	15175	247	142	51	54	0
US54043	"Lincoln County, West Virginia"	19653	88	38	18	32	0
US54045	"Logan County, West Virginia"	31274	191	87	63	36	5
US54047	"McDowell County, West Virginia"	17634	350	257	30	23	40
US54049	"Marion County, West Virginia"	53109	1207	644	361	172	30
US54051	"Marshall County, West Virginia"	29718	491	236	65	184	6
US54053	"Mason County, West Virginia"	25332	254	77	94	83	0
US54055	"Mercer County, West Virginia"	56493	1228	410	348	180	290
US54057	"Mineral County, West Virginia"	25801	691	476	74	130	11
US54059	"Mingo County, West Virginia"	22836	144	76	28	19	21
US54061	"Monongalia County, West Virginia"	100185	8048	1815	2640	1983	1610
US54063	"Monroe County, West Virginia"	12787	207	77	130	0	0
US54065	"Morgan County, West Virginia"	16906	119	52	65	0	2
US54067	"Nicholas County, West Virginia"	23798	423	153	155	68	47
US54069	"Ohio County, West Virginia"	39970	901	171	332	346	52
US54071	"Pendleton County, West Virginia"	6686	73	45	24	4	0
US54073	"Pleasants County, West Virginia"	7143	149	114	35	0	0
US54075	"Pocahontas County, West Virginia"	8045	118	60	49	0	9
US54077	"Preston County, West Virginia"	31941	1086	797	104	85	100
US54079	"Putnam County, West Virginia"	53536	1004	359	362	283	0
US54081	"Raleigh County, West Virginia"	71243	2462	1181	614	586	81
US54083	"Randolph County, West Virginia"	27435	268	148	50	36	34
US54085	"Ritchie County, West Virginia"	9380	75	21	54	0	0
US54087	"Roane County, West Virginia"	13349	127	34	93	0	0
US54089	"Summers County, West Virginia"	12365	132	75	57	0	0
US54091	"Taylor County, West Virginia"	15980	216	119	38	41	18
US54093	"Tucker County, West Virginia"	6666	45	11	22	8	4
US54095	"Tyler County, West Virginia"	8364	134	43	19	72	0
US54097	"Upshur County, West Virginia"	23169	277	121	94	47	15
US54099	"Wayne County, West Virginia"	38228	562	265	179	77	41
US54101	"Webster County, West Virginia"	7972	9	0	7	2	0
US54103	"Wetzel County, West Virginia"	14660	92	17	29	10	36
US54105	"Wirt County, West Virginia"	5506	140	98	42	0	0
US54107	"Wood County, West Virginia"	80125	1432	584	523	229	96
US54109	"Wyoming County, West Virginia"	20205	37	9	4	24	0
US55001	"Adams County, Wisconsin"	19443	961	489	316	85	71
US55003	"Ashland County, Wisconsin"	14777	478	140	148	52	138
US55005	"Barron County, Wisconsin"	42793	1779	760	605	195	219
US55007	"Bayfield County, Wisconsin"	14370	557	161	141	38	217
US55009	"Brown County, Wisconsin"	244498	26319	17011	2863	5127	1318
US55011	"Buffalo County, Wisconsin"	12444	373	255	116	2	0
US55013	"Burnett County, Wisconsin"	14634	406	154	107	40	105
US55015	"Calumet County, Wisconsin"	47211	2678	1494	378	806	0
US55017	"Chippewa County, Wisconsin"	60335	1895	508	693	488	206
US55019	"Clark County, Wisconsin"	31741	5480	1224	4147	73	36
US55021	"Columbia County, Wisconsin"	54059	2861	1338	1250	223	50
US55023	"Crawford County, Wisconsin"	15438	437	108	273	44	12
US55025	"Dane County, Wisconsin"	505526	56168	22934	12346	17441	3447
US55027	"Dodge County, Wisconsin"	83658	3916	2602	934	333	47
US55029	"Door County, Wisconsin"	26440	1134	582	422	125	5
US55031	"Douglas County, Wisconsin"	41161	1231	324	360	391	156
US55033	"Dunn County, Wisconsin"	42421	2195	642	337	1064	152
US55035	"Eau Claire County, Wisconsin"	97635	6897	2118	1203	3450	126
US55037	"Florence County, Wisconsin"	4142	54	31	20	0	3
US55039	"Fond du Lac County, Wisconsin"	96982	5518	3403	1214	794	107
US55041	"Forest County, Wisconsin"	8469	351	97	68	39	147
US55043	"Grant County, Wisconsin"	48962	2363	751	1355	200	57
US55045	"Green County, Wisconsin"	34988	1386	887	288	148	63
US55047	"Green Lake County, Wisconsin"	17696	1810	680	1127	0	3
US55049	"Iowa County, Wisconsin"	22275	678	247	330	64	37
US55051	"Iron County, Wisconsin"	5531	154	55	74	7	18
US55053	"Jackson County, Wisconsin"	19290	1333	576	469	50	238
US55055	"Jefferson County, Wisconsin"	80392	4997	3963	733	204	97
US55057	"Juneau County, Wisconsin"	25123	865	451	275	84	55
US55059	"Kenosha County, Wisconsin"	158816	19034	13531	3632	1477	394
US55061	"Kewaunee County, Wisconsin"	19412	562	400	115	47	0
US55063	"La Crosse County, Wisconsin"	111829	7239	2154	1532	3347	206
US55065	"Lafayette County, Wisconsin"	15659	1205	546	620	7	32
US55067	"Langlade County, Wisconsin"	18209	528	216	137	13	162
US55069	"Lincoln County, Wisconsin"	26506	689	300	276	112	1
US55071	"Manitowoc County, Wisconsin"	75066	4103	1913	723	1424	43
US55073	"Marathon County, Wisconsin"	127386	10432	2546	2252	5551	83
US55075	"Marinette County, Wisconsin"	38570	1069	599	316	122	32
US55077	"Marquette County, Wisconsin"	14551	586	239	290	45	12
US55078	"Menominee County, Wisconsin"	4184	137	14	11	0	112
US55079	"Milwaukee County, Wisconsin"	885421	152207	94929	23940	23787	9551
US55081	"Monroe County, Wisconsin"	42752	3297	1272	1635	247	143
US55083	"Oconto County, Wisconsin"	35789	1020	482	407	100	31
US55085	"Oneida County, Wisconsin"	33783	738	259	316	90	73
US55087	"Outagamie County, Wisconsin"	174047	11429	4695	1965	4327	442
US55089	"Ozaukee County, Wisconsin"	84035	4705	1580	2163	690	272
US55091	"Pepin County, Wisconsin"	6871	323	89	225	9	0
US55093	"Pierce County, Wisconsin"	39939	1457	524	431	404	98
US55095	"Polk County, Wisconsin"	41292	981	397	356	155	73
US55097	"Portage County, Wisconsin"	67160	4125	1369	1415	1307	34
US55099	"Price County, Wisconsin"	12907	451	124	153	145	29
US55101	"Racine County, Wisconsin"	183683	17194	12834	2755	1132	473
US55103	"Richland County, Wisconsin"	16587	851	310	411	129	1
US55105	"Rock County, Wisconsin"	152302	12313	9242	1724	1136	211
US55107	"Rusk County, Wisconsin"	13401	379	70	269	36	4
US55109	"St. Croix County, Wisconsin"	83288	3250	1513	1006	467	264
US55111	"Sauk County, Wisconsin"	60134	3820	1874	1408	279	259
US55113	"Sawyer County, Wisconsin"	15668	709	175	79	48	407
US55115	"Shawano County, Wisconsin"	38654	1100	488	445	89	78
US55117	"Sheboygan County, Wisconsin"	108770	10475	3861	1521	4868	225
US55119	"Taylor County, Wisconsin"	19181	840	243	588	6	3
US55121	"Trempealeau County, Wisconsin"	27425	2482	1780	580	80	42
US55123	"Vernon County, Wisconsin"	28525	2789	226	2453	107	3
US55125	"Vilas County, Wisconsin"	20937	604	228	261	30	85
US55127	"Walworth County, Wisconsin"	97820	9285	7515	1171	562	37
US55129	"Washburn County, Wisconsin"	15002	280	72	133	40	35
US55131	"Washington County, Wisconsin"	127784	5093	2229	1967	817	80
US55133	"Waukesha County, Wisconsin"	379914	26813	10608	9148	6492	565
US55135	"Waupaca County, Wisconsin"	48821	1927	1166	627	61	73
US55137	"Waushara County, Wisconsin"	23022	1802	1202	569	30	1
US55139	"Winnebago County, Wisconsin"	161039	10260	4682	1788	3275	515
US55141	"Wood County, Wisconsin"	68957	3201	1235	994	915	57
US56001	"Albany County, Wyoming"	36594	3934	1699	941	788	506
US56003	"Big Horn County, Wyoming"	11144	839	710	79	31	19
US56005	"Campbell County, Wyoming"	43769	2615	2305	43	219	48
US56007	"Carbon County, Wyoming"	14242	2203	1792	210	84	117
US56009	"Converse County, Wyoming"	12937	1106	874	125	61	46
US56011	"Crook County, Wyoming"	6954	246	91	110	45	0
US56013	"Fremont County, Wyoming"	37050	3302	917	282	149	1954
US56015	"Goshen County, Wyoming"	12515	676	495	83	38	60
US56017	"Hot Springs County, Wyoming"	4317	163	97	8	26	32
US56019	"Johnson County, Wyoming"	8062	236	101	124	0	11
US56021	"Laramie County, Wyoming"	92146	5955	4282	756	722	195
US56023	"Lincoln County, Wyoming"	17937	754	622	61	56	15
US56025	"Natrona County, Wyoming"	74949	4550	2955	686	591	318
US56027	"Niobrara County, Wyoming"	2345	123	86	6	28	3
US56029	"Park County, Wyoming"	27596	1124	565	283	266	10
US56031	"Platte County, Wyoming"	8174	675	638	33	4	0
US56033	"Sheridan County, Wyoming"	28627	910	414	194	157	145
US56035	"Sublette County, Wyoming"	9297	787	542	240	1	4
US56037	"Sweetwater County, Wyoming"	40506	4209	3334	528	253	94
US56039	"Teton County, Wyoming"	22119	4237	3624	448	113	52
US56041	"Uinta County, Wyoming"	18981	939	713	140	75	11
US56043	"Washakie County, Wyoming"	7566	554	476	66	12	0
US56045	"Weston County, Wyoming"	6656	116	62	8	39	7
US72001	"Adjuntas Municipio, Puerto Rico"	17088	16200	16200	0	0	0
US72003	"Aguada Municipio, Puerto Rico"	36412	34823	34823	0	0	0
US72005	"Aguadilla Municipio, Puerto Rico"	50585	48369	48284	67	18	0
US72007	"Aguas Buenas Municipio, Puerto Rico"	24735	23650	23650	0	0	0
US72009	"Aibonito Municipio, Puerto Rico"	21940	20918	20918	0	0	0
US72011	"Añasco Municipio, Puerto Rico"	25906	25014	25014	0	0	0
US72013	"Arecibo Municipio, Puerto Rico"	81745	77712	77670	18	0	24
US72015	"Arroyo Municipio, Puerto Rico"	17009	16127	16127	0	0	0
US72017	"Barceloneta Municipio, Puerto Rico"	22929	22114	22114	0	0	0
US72019	"Barranquitas Municipio, Puerto Rico"	26818	25346	25324	0	0	22
US72021	"Bayamón Municipio, Puerto Rico"	170718	159434	159116	207	88	23
US72023	"Cabo Rojo Municipio, Puerto Rico"	46715	45063	45028	0	35	0
US72025	"Caguas Municipio, Puerto Rico"	123670	115910	115850	41	19	0
US72027	"Camuy Municipio, Puerto Rico"	30281	28678	28678	0	0	0
US72029	"Canóvanas Municipio, Puerto Rico"	43448	41852	41839	0	13	0
US72031	"Carolina Municipio, Puerto Rico"	147389	133410	132846	301	230	33
US72033	"Cataño Municipio, Puerto Rico"	23159	21925	21845	23	57	0
US72035	"Cayey Municipio, Puerto Rico"	41977	40444	40444	0	0	0
US72037	"Ceiba Municipio, Puerto Rico"	11038	10663	10637	0	0	26
US72039	"Ciales Municipio, Puerto Rico"	15699	14951	14932	19	0	0
US72041	"Cidra Municipio, Puerto Rico"	37783	36643	36552	27	64	0
US72043	"Coamo Municipio, Puerto Rico"	37261	35738	35653	4	0	81
US72045	"Comerío Municipio, Puerto Rico"	18355	16999	16999	0	0	0
US72047	"Corozal Municipio, Puerto Rico"	31892	30549	30549	0	0	0
US72049	"Culebra Municipio, Puerto Rico"	1261	1169	1153	5	11	0
US72051	"Dorado Municipio, Puerto Rico"	35121	33109	33005	68	36	0
US72053	"Fajardo Municipio, Puerto Rico"	29646	28444	28400	0	44	0
US72054	"Florida Municipio, Puerto Rico"	11123	10874	10874	0	0	0
US72055	"Guánica Municipio, Puerto Rico"	15483	14606	14606	0	0	0
US72057	"Guayama Municipio, Puerto Rico"	39133	37019	37011	8	0	0
US72059	"Guayanilla Municipio, Puerto Rico"	17659	16941	16930	0	11	0
US72061	"Guaynabo Municipio, Puerto Rico"	83614	78732	78490	234	8	0
US72063	"Gurabo Municipio, Puerto Rico"	45045	42694	42618	54	22	0
US72065	"Hatillo Municipio, Puerto Rico"	38436	37020	36997	0	0	23
US72067	"Hormigueros Municipio, Puerto Rico"	15409	14397	14397	0	0	0
US72069	"Humacao Municipio, Puerto Rico"	50218	47496	47366	0	113	17
US72071	"Isabela Municipio, Puerto Rico"	40098	37782	37745	37	0	0
US72073	"Jayuya Municipio, Puerto Rico"	13795	13153	13153	0	0	0
US72075	"Juana Díaz Municipio, Puerto Rico"	43818	42609	42609	0	0	0
US72077	"Juncos Municipio, Puerto Rico"	36968	33636	33636	0	0	0
US72079	"Lajas Municipio, Puerto Rico"	21947	20701	20701	0	0	0
US72081	"Lares Municipio, Puerto Rico"	24542	23944	23944	0	0	0
US72083	"Las Marías Municipio, Puerto Rico"	8134	8063	8063	0	0	0
US72085	"Las Piedras Municipio, Puerto Rico"	35929	35033	35033	0	0	0
US72087	"Loíza Municipio, Puerto Rico"	24667	23462	23416	6	40	0
US72089	"Luquillo Municipio, Puerto Rico"	17478	16517	16507	10	0	0
US72091	"Manatí Municipio, Puerto Rico"	37048	35715	35652	8	55	0
US72093	"Maricao Municipio, Puerto Rico"	5800	5621	5621	0	0	0
US72095	"Maunabo Municipio, Puerto Rico"	10315	10112	10104	8	0	0
US72097	"Mayagüez Municipio, Puerto Rico"	72317	67185	67113	63	0	9
US72099	"Moca Municipio, Puerto Rico"	34534	33259	33229	0	0	30
US72101	"Morovis Municipio, Puerto Rico"	29548	28606	28606	0	0	0
US72103	"Naguabo Municipio, Puerto Rico"	24917	24398	24398	0	0	0
US72105	"Naranjito Municipio, Puerto Rico"	26730	25117	25117	0	0	0
US72107	"Orocovis Municipio, Puerto Rico"	19904	19012	19012	0	0	0
US72109	"Patillas Municipio, Puerto Rico"	16254	15919	15884	35	0	0
US72111	"Peñuelas Municipio, Puerto Rico"	19266	18652	18643	9	0	0
US72113	"Ponce Municipio, Puerto Rico"	132957	123516	123376	106	0	34
US72115	"Quebradillas Municipio, Puerto Rico"	22611	21715	21715	0	0	0
US72117	"Rincón Municipio, Puerto Rico"	13519	12952	12952	0	0	0
US72119	"Río Grande Municipio, Puerto Rico"	47598	45519	45276	56	57	130
US72121	"Sabana Grande Municipio, Puerto Rico"	21560	19533	19533	0	0	0
US72123	"Salinas Municipio, Puerto Rico"	26790	25874	25860	0	14	0
US72125	"San Germán Municipio, Puerto Rico"	30040	28490	28490	0	0	0
US72127	"San Juan Municipio, Puerto Rico"	320882	296920	295148	1249	431	92
US72129	"San Lorenzo Municipio, Puerto Rico"	35670	34248	34248	0	0	0
